canonical_target,display_path,origin_path,declaration_id,source_location,copied_source_path,original_source_path,kind,signature,generic_bounds,safety,stability,since,constness,abi,alias_approximate,has_approximate_alias,existing_vstd_status,existing_vstd_provenance,planned_spec_status,semantic_family,source_observable_inputs,source_observable_outputs,source_observable_mutations,required_shared_model_helper,decisive_validation_command,final_contract_or_justified_no_spec_status,counting_basis
core::slice::rchunks,core::slice::<[T]>::rchunks,core::slice::rchunks,core:33696,core/src/slice/mod.rs:1689,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,"pub const fn rchunks(&self, chunk_size: usize) -> RChunks<'_, T>",none,safe,stable,1.31.0,const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,iterator-splitting-and-chunking,"&self, chunk_size: usize","RChunks<'_, T>",none; observational or constructor result only,Seq subrange/chunk partition and iterator remaining-sequence helpers,python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::rchunks_exact,core::slice::<[T]>::rchunks_exact,core::slice::rchunks_exact,core:33722,core/src/slice/mod.rs:1778,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,"pub const fn rchunks_exact(&self, chunk_size: usize) -> RChunksExact<'_, T>",none,safe,stable,1.31.0,const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,iterator-splitting-and-chunking,"&self, chunk_size: usize","RChunksExact<'_, T>",none; observational or constructor result only,Seq subrange/chunk partition and iterator remaining-sequence helpers,python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::rchunks_exact_mut,core::slice::<[T]>::rchunks_exact_mut,core::slice::rchunks_exact_mut,core:33737,core/src/slice/mod.rs:1827,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,"pub const fn rchunks_exact_mut(&mut self, chunk_size: usize) -> RChunksExactMut<'_, T>",none,safe,stable,1.31.0,const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,iterator-splitting-and-chunking,"&mut self, chunk_size: usize","RChunksExactMut<'_, T>",may mutate receiver slice contents; inventory requires old/final frame in generation phase,Seq subrange/chunk partition and iterator remaining-sequence helpers,python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::rchunks_mut,core::slice::<[T]>::rchunks_mut,core::slice::rchunks_mut,core:33709,core/src/slice/mod.rs:1733,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,"pub const fn rchunks_mut(&mut self, chunk_size: usize) -> RChunksMut<'_, T>",none,safe,stable,1.31.0,const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,iterator-splitting-and-chunking,"&mut self, chunk_size: usize","RChunksMut<'_, T>",may mutate receiver slice contents; inventory requires old/final frame in generation phase,Seq subrange/chunk partition and iterator remaining-sequence helpers,python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::reverse,core::slice::<[T]>::reverse,core::slice::reverse,core:61080,core/src/slice/mod.rs:981,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,pub const fn reverse(&mut self),none,safe,stable,1.0.0,const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,mutation-frame-and-permutation,&mut self,(),may mutate receiver slice contents; inventory requires old/final frame in generation phase,"old/final Seq update, frame, permutation, and disjointness helpers",python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::rotate_left,core::slice::<[T]>::rotate_left,core::slice::rotate_left,core:61123,core/src/slice/mod.rs:3890,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,"pub const fn rotate_left(&mut self, mid: usize)",none,safe,stable,1.26.0,const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,mutation-frame-and-permutation,"&mut self, mid: usize",(),may mutate receiver slice contents; inventory requires old/final frame in generation phase,"old/final Seq update, frame, permutation, and disjointness helpers",python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::rotate_right,core::slice::<[T]>::rotate_right,core::slice::rotate_right,core:61124,core/src/slice/mod.rs:3936,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,"pub const fn rotate_right(&mut self, k: usize)",none,safe,stable,1.26.0,const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,mutation-frame-and-permutation,"&mut self, k: usize",(),may mutate receiver slice contents; inventory requires old/final frame in generation phase,"old/final Seq update, frame, permutation, and disjointness helpers",python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::rsplit,core::slice::<[T]>::rsplit,core::slice::rsplit,core:33558,core/src/slice/mod.rs:2365,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,"pub fn rsplit<F>(&self, pred: F) -> RSplit<'_, T, F> where F: FnMut(&T) -> bool,","<F> F: FnMut(&T) -> bool,",safe,stable,1.27.0,non-const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,iterator-splitting-and-chunking,"&self, pred: F","RSplit<'_, T, F>",none; observational or constructor result only,Seq subrange/chunk partition and iterator remaining-sequence helpers,python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::rsplit_mut,core::slice::<[T]>::rsplit_mut,core::slice::rsplit_mut,core:33569,core/src/slice/mod.rs:2391,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,"pub fn rsplit_mut<F>(&mut self, pred: F) -> RSplitMut<'_, T, F> where F: FnMut(&T) -> bool,","<F> F: FnMut(&T) -> bool,",safe,stable,1.27.0,non-const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,iterator-splitting-and-chunking,"&mut self, pred: F","RSplitMut<'_, T, F>",may mutate receiver slice contents; inventory requires old/final frame in generation phase,Seq subrange/chunk partition and iterator remaining-sequence helpers,python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::rsplitn,core::slice::<[T]>::rsplitn,core::slice::rsplitn,core:33589,core/src/slice/mod.rs:2474,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,"pub fn rsplitn<F>(&self, n: usize, pred: F) -> RSplitN<'_, T, F> where F: FnMut(&T) -> bool,","<F> F: FnMut(&T) -> bool,",safe,stable,1.0.0,non-const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,iterator-splitting-and-chunking,"&self, n: usize, pred: F","RSplitN<'_, T, F>",none; observational or constructor result only,Seq subrange/chunk partition and iterator remaining-sequence helpers,python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::rsplitn_mut,core::slice::<[T]>::rsplitn_mut,core::slice::rsplitn_mut,core:33609,core/src/slice/mod.rs:2501,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,"pub fn rsplitn_mut<F>(&mut self, n: usize, pred: F) -> RSplitNMut<'_, T, F> where F: FnMut(&T) -> bool,","<F> F: FnMut(&T) -> bool,",safe,stable,1.0.0,non-const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,iterator-splitting-and-chunking,"&mut self, n: usize, pred: F","RSplitNMut<'_, T, F>",may mutate receiver slice contents; inventory requires old/final frame in generation phase,Seq subrange/chunk partition and iterator remaining-sequence helpers,python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::select_nth_unstable,core::slice::<[T]>::select_nth_unstable,core::slice::select_nth_unstable,core:61117,core/src/slice/mod.rs:3522,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,"pub fn select_nth_unstable(&mut self, index: usize) -> (&mut [T], &mut T, &mut [T]) where T: Ord,","T: Ord,",safe,stable,1.49.0,non-const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,sorting-and-selection,"&mut self, index: usize","(&mut [T], &mut T, &mut [T])",may mutate receiver slice contents; inventory requires old/final frame in generation phase,"Seq permutation, sortedness/order, partition, and comparator-observation helpers",python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::select_nth_unstable_by,core::slice::<[T]>::select_nth_unstable_by,core::slice::select_nth_unstable_by,core:61118,core/src/slice/mod.rs:3587,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,"pub fn select_nth_unstable_by<F>( &mut self, index: usize, mut compare: F, ) -> (&mut [T], &mut T, &mut [T]) where F: FnMut(&T, &T) -> Ordering,","<F> F: FnMut(&T, &T) -> Ordering,",safe,stable,1.49.0,non-const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,sorting-and-selection,"&mut self, index: usize, mut compare: F,","(&mut [T], &mut T, &mut [T])",may mutate receiver slice contents; inventory requires old/final frame in generation phase,"Seq permutation, sortedness/order, partition, and comparator-observation helpers",python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::select_nth_unstable_by_key,core::slice::<[T]>::select_nth_unstable_by_key,core::slice::select_nth_unstable_by_key,core:61119,core/src/slice/mod.rs:3654,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,"pub fn select_nth_unstable_by_key<K, F>( &mut self, index: usize, mut f: F, ) -> (&mut [T], &mut T, &mut [T]) where F: FnMut(&T) -> K, K: Ord,","<K, F> F: FnMut(&T) -> K, K: Ord,",safe,stable,1.49.0,non-const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,sorting-and-selection,"&mut self, index: usize, mut f: F,","(&mut [T], &mut T, &mut [T])",may mutate receiver slice contents; inventory requires old/final frame in generation phase,"Seq permutation, sortedness/order, partition, and comparator-observation helpers",python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::sort_unstable,core::slice::<[T]>::sort_unstable,core::slice::sort_unstable,core:61111,core/src/slice/mod.rs:3139,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,"pub fn sort_unstable(&mut self) where T: Ord,","T: Ord,",safe,stable,1.20.0,non-const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,sorting-and-selection,&mut self,(),may mutate receiver slice contents; inventory requires old/final frame in generation phase,"Seq permutation, sortedness/order, partition, and comparator-observation helpers",python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::sort_unstable_by,core::slice::<[T]>::sort_unstable_by,core::slice::sort_unstable_by,core:61112,core/src/slice/mod.rs:3194,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,"pub fn sort_unstable_by<F>(&mut self, mut compare: F) where F: FnMut(&T, &T) -> Ordering,","<F> F: FnMut(&T, &T) -> Ordering,",safe,stable,1.20.0,non-const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,sorting-and-selection,"&mut self, mut compare: F","Ordering,",may mutate receiver slice contents; inventory requires old/final frame in generation phase,"Seq permutation, sortedness/order, partition, and comparator-observation helpers",python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::sort_unstable_by_key,core::slice::<[T]>::sort_unstable_by_key,core::slice::sort_unstable_by_key,core:61113,core/src/slice/mod.rs:3246,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,"pub fn sort_unstable_by_key<K, F>(&mut self, mut f: F) where F: FnMut(&T) -> K, K: Ord,","<K, F> F: FnMut(&T) -> K, K: Ord,",safe,stable,1.20.0,non-const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,sorting-and-selection,"&mut self, mut f: F","K, K: Ord,",may mutate receiver slice contents; inventory requires old/final frame in generation phase,"Seq permutation, sortedness/order, partition, and comparator-observation helpers",python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::split,core::slice::<[T]>::split,core::slice::split,core:33508,core/src/slice/mod.rs:2247,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,"pub fn split<F>(&self, pred: F) -> Split<'_, T, F> where F: FnMut(&T) -> bool,","<F> F: FnMut(&T) -> bool,",safe,stable,1.0.0,non-const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,iterator-splitting-and-chunking,"&self, pred: F","Split<'_, T, F>",none; observational or constructor result only,Seq subrange/chunk partition and iterator remaining-sequence helpers,python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::split_at,core::slice::<[T]>::split_at,core::slice::split_at,core:61090,core/src/slice/mod.rs:1955,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,"pub const fn split_at(&self, mid: usize) -> (&[T], &[T])",none,safe,stable,1.0.0,const,Rust,False,False,existing-vstd,assume_specification:vstd-baseline/std_specs/slice.rs:194:<[T]>::split_at,integrate-existing-vstd-contract,existing-vstd-baseline,"&self, mid: usize","(&[T], &[T])",none; observational or constructor result only,preserve exact vstd Seq/View/subrange/update contract and target binding,python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,existing-vstd-contract-integrated-and-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::split_at_checked,core::slice::<[T]>::split_at_checked,core::slice::split_at_checked,core:61089,core/src/slice/mod.rs:2156,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,"pub const fn split_at_checked(&self, mid: usize) -> Option<(&[T], &[T])>",none,safe,stable,1.80.0,const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,iterator-splitting-and-chunking,"&self, mid: usize","Option<(&[T], &[T])>",none; observational or constructor result only,Seq subrange/chunk partition and iterator remaining-sequence helpers,python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::split_at_mut,core::slice::<[T]>::split_at_mut,core::slice::split_at_mut,core:61092,core/src/slice/mod.rs:1989,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,"pub const fn split_at_mut(&mut self, mid: usize) -> (&mut [T], &mut [T])",none,safe,stable,1.0.0,const,Rust,False,False,existing-vstd,assume_specification:vstd-baseline/std_specs/slice.rs:203:<[T]>::split_at_mut,integrate-existing-vstd-contract,existing-vstd-baseline,"&mut self, mid: usize","(&mut [T], &mut [T])",may mutate receiver slice contents; inventory requires old/final frame in generation phase,preserve exact vstd Seq/View/subrange/update contract and target binding,python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,existing-vstd-contract-integrated-and-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::split_at_mut_checked,core::slice::<[T]>::split_at_mut_checked,core::slice::split_at_mut_checked,core:61091,core/src/slice/mod.rs:2195,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,"pub const fn split_at_mut_checked(&mut self, mid: usize) -> Option<(&mut [T], &mut [T])>",none,safe,stable,1.80.0,const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,iterator-splitting-and-chunking,"&mut self, mid: usize","Option<(&mut [T], &mut [T])>",may mutate receiver slice contents; inventory requires old/final frame in generation phase,Seq subrange/chunk partition and iterator remaining-sequence helpers,python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::split_at_mut_unchecked,core::slice::<[T]>::split_at_mut_unchecked,core::slice::split_at_mut_unchecked,core:61094,core/src/slice/mod.rs:2095,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,"pub const unsafe fn split_at_mut_unchecked(&mut self, mid: usize) -> (&mut [T], &mut [T])",none,unsafe,stable,1.79.0,const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,iterator-splitting-and-chunking,"&mut self, mid: usize","(&mut [T], &mut [T])",may mutate receiver slice contents; inventory requires old/final frame in generation phase,Seq subrange/chunk partition and iterator remaining-sequence helpers,python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::split_at_unchecked,core::slice::<[T]>::split_at_unchecked,core::slice::split_at_unchecked,core:61093,core/src/slice/mod.rs:2041,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,"pub const unsafe fn split_at_unchecked(&self, mid: usize) -> (&[T], &[T])",none,unsafe,stable,1.79.0,const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,iterator-splitting-and-chunking,"&self, mid: usize","(&[T], &[T])",none; observational or constructor result only,Seq subrange/chunk partition and iterator remaining-sequence helpers,python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
