target,transition,prior_category,fresh_category,prior_status,fresh_status,prior_rounds,fresh_rounds,prior_initial_decision,fresh_initial_decision,prior_final_decision,fresh_final_decision,prior_contract_form,fresh_contract_form,prior_typecheck_passed,fresh_typecheck_passed,prior_det_status,fresh_det_status,prior_r0_z3,fresh_r0_z3,prior_classification,fresh_classification,prior_raw_det_reward,fresh_raw_det_reward,prior_guarded_reward,fresh_guarded_reward,prior_semantic_guarded_reward,fresh_semantic_guarded_reward,prior_issues,fresh_issues,prior_semantic_gate_issues,fresh_semantic_gate_issues,prior_semantic_review_issues,fresh_semantic_review_issues,prior_requires,fresh_requires,prior_ensures,fresh_ensures,prior_rationale,fresh_rationale,prior_requires_source_fidelity_classification,fresh_requires_source_fidelity_classification,prior_requires_source_fidelity_rationale,fresh_requires_source_fidelity_rationale,prior_requires_source_reference,fresh_requires_source_reference,prior_requires_source_excerpt,fresh_requires_source_excerpt,prior_contract_code,fresh_contract_code
alloc::collections::VecDeque::capacity,add_spec->skip,data_structure,data_structure,,,2,3,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unknown,,ok_inconclusive,,0,0,0,0,0,0,classification:representation_or_allocator;determinism_not_proved:unknown,classification:representation_or_allocator;duplicate_vstd_assume_specification,,,,,,,v@.len() <= capacity as int,,"The allocator_api gate permits the exact generic method signature. For every allocator, the returned capacity accommodates the deque's logical elements, while exact allocation-dependent capacity remains intentionally unspecified.","vstd already provides an `assume_specification` for `VecDeque::capacity` through `CapacitySpec`; adding another contract is rejected as a duplicate. The existing specification supplies the observable capacity model, so no additional ordinary contract is needed.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T, A: Allocator>[
    VecDeque::<T, A>::capacity
](v: &VecDeque<T, A>) -> (capacity: usize)
    ensures
        v@.len() <= capacity as int,
;",
alloc::collections::VecDeque::partition_point,add_spec->skip,data_structure,data_structure,,,2,3,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unknown,,ok_inconclusive,,0,0,0,0,0,0,classification:higher_order_contract;determinism_not_proved:unknown,classification:higher_order_contract;determinism_unsupported_contract_form,,,,,"forall|i: int| 0 <= i < v@.len() ==> { &&& #[trigger] pred.requires((v@.as_ref()[i],)) &&& exists|outcome: bool| #[trigger] pred.ensures((v@.as_ref()[i],), outcome) }; forall|i: int, j: int, left: bool, right: bool| 0 <= i <= j < v@.len() && #[trigger] pred.ensures((v@.as_ref()[i],), left) && #[trigger] pred.ensures((v@.as_ref()[j],), right) ==> (right ==> left)",,"(result as int) <= v@.len(); forall|i: int, outcome: bool| 0 <= i < v@.len() && #[trigger] pred.ensures((v@.as_ref()[i],), outcome) ==> (outcome <==> i < result as int)",,"The total monotone predicate relation models the documented true-prefix/false-suffix domain, and the returned index identifies that logical boundary.","The meaningful result depends on the higher-order FnMut predicate. Expressing the partition boundary requires pred.requires and pred.ensures, but determinism of that relation was not proved. Omitting the predicate semantics leaves only the weak range fact result <= v@.len(), which does not usefully characterize the observable output. No useful ordinary contract is available in the existing vstd vocabulary.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T, A: Allocator, P>[
    VecDeque::<T, A>::partition_point
](
    v: &VecDeque<T, A>,
    pred: P,
) -> (result: usize)
where
    P: FnMut(&T) -> bool,
    requires
        forall|i: int| 0 <= i < v@.len() ==> {
            &&& #[trigger] pred.requires((v@.as_ref()[i],))
            &&& exists|outcome: bool|
                #[trigger] pred.ensures((v@.as_ref()[i],), outcome)
        },
        forall|i: int, j: int, left: bool, right: bool|
            0 <= i <= j < v@.len()
            && #[trigger] pred.ensures((v@.as_ref()[i],), left)
            && #[trigger] pred.ensures((v@.as_ref()[j],), right)
                ==> (right ==> left),
    ensures
        (result as int) <= v@.len(),
        forall|i: int, outcome: bool|
            0 <= i < v@.len()
            && #[trigger] pred.ensures((v@.as_ref()[i],), outcome)
                ==> (outcome <==> i < result as int),
;",
alloc::collections::VecDeque::pop_back_if,add_spec->skip,data_structure,data_structure,,,2,2,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unknown,,ok_inconclusive,,0,0,0,0,0,0,classification:higher_order_contract;determinism_not_proved:unknown;structured_contract_mismatch,classification:higher_order_contract;determinism_unsupported_contract_form,,,,,"When nonempty, the predicate accepts every mutable-reference prophecy initially containing the back element.",,"An empty deque is unchanged and returns None.; For a nonempty deque, the predicate's result determines whether its mutated back element is removed and returned or retained.",,"The source calls the predicate exactly once on the mutable back element when nonempty, then either removes and returns its mutated value or retains that mutation.","The result and final deque depend on invoking an arbitrary FnOnce that may mutate the last element and its captured state. Existing vstd vocabulary cannot express that higher-order interaction or determine which branch is taken, so an ordinary deterministic trusted contract would either omit essential semantics or overconstrain valid behavior.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T, A: Allocator>[
    VecDeque::<T, A>::pop_back_if
](
    v: &mut VecDeque<T, A>,
    predicate: impl FnOnce(&mut T) -> bool,
) -> (result: Option<T>)
    requires
        old(v)@.len() > 0 ==> forall|x: &mut T| #![auto]
            *x == old(v)@[old(v)@.len() as int - 1] ==> predicate.requires((x,)),
    ensures
        old(v)@.len() == 0 ==> result is None && final(v)@ == old(v)@,
        old(v)@.len() > 0 ==> exists|x: &mut T, take: bool| #![auto] {
            &&& *x == old(v)@[old(v)@.len() as int - 1]
            &&& predicate.ensures((x,), take)
            &&& (take ==> {
                &&& result == Some(*final(x))
                &&& final(v)@ == old(v)@.subrange(0, old(v)@.len() as int - 1)
            })
            &&& (!take ==> {
                &&& result is None
                &&& final(v)@ == old(v)@.update(old(v)@.len() as int - 1, *final(x))
            })
        },
;",
alloc::collections::VecDeque::pop_front_if,add_spec->skip,data_structure,data_structure,,,2,2,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unknown,,ok_inconclusive,,0,0,0,0,0,0,classification:higher_order_contract;determinism_not_proved:unknown,classification:higher_order_contract;determinism_unsupported_contract_form,,,,,"old(v)@.len() > 0 ==> forall|x: &mut T|
            *x == old(v)@[0] ==> predicate.requires((x,))",,"old(v)@.len() == 0 ==> result is None && final(v)@ == old(v)@; old(v)@.len() > 0 ==> exists|x: &mut T, take: bool| {
            &&& *x == old(v)@[0]
            &&& predicate.ensures((x,), take)
            &&& (take ==> {
                &&& result == Some(*final(x))
                &&& final(v)@ == old(v)@.subrange(1, old(v)@.len() as int)
            })
            &&& (!take ==> {
                &&& result is None
                &&& final(v)@ == old(v)@.update(0, *final(x))
            })
        }",,"The source invokes the predicate exactly once on the mutable front element when nonempty, then either removes and returns its mutated value or retains that mutation at the front.",The result and final deque depend on an arbitrary FnOnce that may inspect and mutate the front element. Existing vstd vocabulary cannot specify that call or relate its Boolean result and mutation to the method's observable outputs. Omitting that relationship yields an underconstrained higher-order contract whose determinism cannot be established.,,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T, A: Allocator>[
    VecDeque::<T, A>::pop_front_if
](
    v: &mut VecDeque<T, A>,
    predicate: impl FnOnce(&mut T) -> bool,
) -> (result: Option<T>)
    requires
        old(v)@.len() > 0 ==> forall|x: &mut T|
            *x == old(v)@[0] ==> predicate.requires((x,)),
    ensures
        old(v)@.len() == 0 ==> result is None && final(v)@ == old(v)@,
        old(v)@.len() > 0 ==> exists|x: &mut T, take: bool| {
            &&& *x == old(v)@[0]
            &&& predicate.ensures((x,), take)
            &&& (take ==> {
                &&& result == Some(*final(x))
                &&& final(v)@ == old(v)@.subrange(1, old(v)@.len() as int)
            })
            &&& (!take ==> {
                &&& result is None
                &&& final(v)@ == old(v)@.update(0, *final(x))
            })
        },
;",
alloc::collections::VecDeque::reserve_exact,add_spec->skip,data_structure,data_structure,,,2,3,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unsat,,complete,,1,0,0,0,0,0,classification:representation_or_allocator,classification:representation_or_allocator;determinism_unsupported_contract_form,,,,,,,final(v)@ == old(v)@,,"On normal return, reserve_exact changes only allocation and physical layout, preserving the deque's observable sequence and element order.","vstd already declares an assume_specification for VecDeque::reserve_exact in std_specs/vecdeque.rs, ensuring final(v)@ == old(v)@. Verus forbids a second specification for the same function, so the proposal cannot typecheck. The existing contract already captures the modeled logical effect; adding a separate capacity guarantee is therefore not possible through another ordinary trusted contract.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T, A: Allocator>[
    VecDeque::<T, A>::reserve_exact
](
    v: &mut VecDeque<T, A>,
    additional: usize,
)
    ensures
        final(v)@ == old(v)@,
;",
alloc::collections::VecDeque::shrink_to,add_spec->skip,data_structure,data_structure,,,2,3,add_spec,add_spec,add_spec,skip,assume_specification,None,False,False,,,,,,,0,0,0,0,0,0,classification:representation_or_allocator;contract_typecheck_failed,classification:representation_or_allocator;duplicate_vstd_assume_specification,,,,,,,final(v)@ == old(v)@,,Specializing to VecDeque's stable default allocator avoids the unstable allocator_api while expressing the source-justified observable guarantee that shrinking preserves the complete logical sequence.,"VecDeque::shrink_to already has an assume_specification in vstd::std_specs::capacity. Adding another trusted contract is rejected as a duplicate, so this target must be skipped.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T>[
    VecDeque::<T>::shrink_to
](
    v: &mut VecDeque<T>,
    min_capacity: usize,
)
    ensures
        final(v)@ == old(v)@,
;",
alloc::collections::VecDeque::shrink_to_fit,add_spec->skip,data_structure,data_structure,,,2,3,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unsat,,complete,,1,0,0,0,0,0,classification:representation_or_allocator,classification:representation_or_allocator;duplicate_vstd_assume_specification,,,,,,,final(v)@ == old(v)@,,The exact generic signature requires allocator_api. The implementation delegates to shrink_to and preserves the deque's observable logical sequence.,vstd already provides a trusted specification for VecDeque::shrink_to_fit with sequence preservation and sound capacity bounds. Adding another assume_specification is rejected as a duplicate.,,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T, A: Allocator>[
    VecDeque::<T, A>::shrink_to_fit
](v: &mut VecDeque<T, A>)
    ensures
        final(v)@ == old(v)@,
;",
alloc::collections::VecDeque::try_reserve,add_spec->skip,data_structure,data_structure,,,2,2,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unknown,,ok_inconclusive,,0,0,0,0,0,0,classification:representation_or_allocator;determinism_not_proved:unknown,classification:representation_or_allocator;duplicate_vstd_assume_specification,,,,,,,final(v)@ == old(v)@,,Success and error paths both preserve the deque's logical sequence; allocator_api is required to state the exact generic signature.,vstd::std_specs::capacity already provides an assume_specification for VecDeque::try_reserve. Adding another trusted contract is rejected as a duplicate and would redundantly model an allocator/representation-oriented API.,,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T, A: Allocator>[
    VecDeque::<T, A>::try_reserve
](
    v: &mut VecDeque<T, A>,
    additional: usize,
) -> (result: Result<(), TryReserveError>)
    ensures
        final(v)@ == old(v)@,
;",
alloc::ffi::CString::from_vec_with_nul_unchecked,skip->add_spec,other,other,,,1,3,skip,add_spec,skip,add_spec,assume_specification,assume_specification,False,True,,ok,,unsat,,complete,0,1,0,1,0,1,classification:unsafe_or_representation_sensitive,,,,,,,c_string_bytes_with_nul_valid(bytes@),,result@ == bytes@.drop_last(),"The Vec safety predicate is expressible, but current vstd has no CString contents abstraction relating the consumed bytes to the opaque result.","Although the function is unsafe, its documented safety invariant is expressible exactly by the existing CString validity predicate. Under that invariant, the source stores the supplied bytes unchanged, while the existing modeled CString view exposes the payload without its required trailing nul; therefore result@ equals bytes@.drop_last().",,source_justified,,"alloc/src/ffi/c_str.rs:635 states the safety precondition that the input Vec has exactly one nul byte and it is the last element, then delegates to `_from_vec_with_nul_unchecked` which stores the vector as the CString backing slice; `c_string_bytes_with_nul_valid(bytes@)` and `result@ == bytes@.drop_last()` are exactly that safe deterministic CString view.",,alloc/src/ffi/c_str.rs:635,,"621:     /// The given [`Vec`] **must** have one nul byte as its last element.
622:     /// This means it cannot be empty nor have any other nul byte anywhere else.
635:     pub unsafe fn from_vec_with_nul_unchecked(v: Vec<u8>) -> Self {
637:         unsafe { Self::_from_vec_with_nul_unchecked(v) }
641:         Self { inner: v.into_boxed_slice() }",,"pub assume_specification[ alloc::ffi::CString::from_vec_with_nul_unchecked ](
    bytes: alloc::vec::Vec<u8>,
) -> (result: alloc::ffi::CString)
    requires
        c_string_bytes_with_nul_valid(bytes@),
    ensures
        result@ == bytes@.drop_last(),
;"
alloc::rc::Rc::assume_init,add_spec->skip,data_structure,data_structure,,,2,1,add_spec,skip,add_spec,skip,assume_specification,assume_specification,True,False,ok,,unsat,,complete,,1,0,0,0,0,0,classification:unsafe_or_representation_sensitive,classification:unsafe_or_representation_sensitive,,,,,(*this).mem_contents().is_init(),,*result == (*this).mem_contents().value(),,"Although the implementation is representation-sensitive, vstd directly models the relevant ordinary semantics: initializedness is the documented unsafe precondition, and the pointer cast preserves the initialized value observed through the returned Rc.","The implementation only performs a representation cast from Rc<MaybeUninit<T>, A> to Rc<T, A>. Soundness requires the hidden runtime fact that the allocation contains a fully initialized T, but the supplied public vstd vocabulary provides no predicate expressing that fact or relating MaybeUninit<T> to the resulting T. Therefore no useful non-vacuous contract is expressible.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T, A: Allocator>[ Rc::<MaybeUninit<T>, A>::assume_init ](
    this: Rc<MaybeUninit<T>, A>,
) -> (result: Rc<T, A>)
    requires
        (*this).mem_contents().is_init(),
    ensures
        *result == (*this).mem_contents().value(),
;",
alloc::rc::Rc::new_uninit,add_spec->skip,data_structure,data_structure,,,2,1,add_spec,skip,add_spec,skip,assume_specification,assume_specification,True,False,ok,,unknown,,ok_inconclusive,,0,0,0,0,0,0,classification:ownership_or_uninitialized_model;determinism_not_proved:unknown,classification:ownership_or_uninitialized_model,,,,,,,result.mem_contents().is_uninit(),,"The source allocates storage without initializing T, so the public MaybeUninit model precisely fixes the observable contents as Uninit. Determinism is inconclusive because deep equality also observes opaque Rc representation, not because the initialization state is underspecified.",The function only guarantees a newly allocated Rc containing uninitialized storage. Existing public vstd vocabulary cannot soundly express that initialization state or allocation ownership without modeling hidden state.,,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T>[ Rc::<T>::new_uninit ]() -> (result: Rc<MaybeUninit<T>>)
    ensures
        result.mem_contents().is_uninit(),
;",
alloc::rc::Rc::new_uninit_slice,add_spec->skip,data_structure,data_structure,,,2,2,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unknown,,ok_inconclusive,,0,0,0,0,0,0,classification:ownership_or_uninitialized_model;determinism_not_proved:unknown,classification:ownership_or_uninitialized_model;determinism_unsupported_contract_form,,,,,,,(&*result)@.len() == len; forall|i: int| #![trigger (&*result)@[i]] 0 <= i < len ==> (&*result)@[i].mem_contents().is_uninit(),,The implementation returns a slice of exactly len elements whose storage is not initialized as T. The slice view and public MaybeUninit mem_contents projection express both observable guarantees. Determinism remains inconclusive because deep equality compares opaque Rc and MaybeUninit representations rather than only these semantic projections.,"Although the returned slice length equals `len`, determinism could not be proved and the fresh allocation with uninitialized contents requires ownership and initialization semantics not expressible as a useful ordinary contract in the existing vstd vocabulary.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T>[ Rc::<[T]>::new_uninit_slice ](
    len: usize,
) -> (result: Rc<[MaybeUninit<T>]>)
    ensures
        (&*result)@.len() == len,
        forall|i: int| #![trigger (&*result)@[i]] 0 <= i < len ==> (&*result)@[i].mem_contents().is_uninit(),
;",
alloc::str::from_boxed_utf8_unchecked,add_spec->skip,other,other,,,2,2,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unknown,,ok_inconclusive,,0,0,0,0,0,0,classification:unsafe_or_representation_sensitive;determinism_not_proved:unknown,classification:unsafe_or_representation_sensitive;determinism_unsupported_contract_form,,,,,valid_utf8(v@),,result@ == decode_utf8(v@),,"Valid UTF-8 is the safety obligation, and decoding the preserved input bytes directly determines the returned string's observable character sequence.","A sound contract must require that the boxed bytes form valid UTF-8. Existing public vstd vocabulary cannot express this predicate for Box<[u8]>, so an ordinary contract would omit the function's essential safety domain.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification[ alloc::str::from_boxed_utf8_unchecked ](v: Box<[u8]>) -> (result: Box<str>)
    requires
        valid_utf8(v@),
    ensures
        result@ == decode_utf8(v@),
;",
alloc::string::String::extend_from_within,add_spec->skip,data_structure,data_structure,,,2,2,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unsat,,complete,,1,0,1,0,1,0,,determinism_unsupported_contract_form,,,,,"slice_range_valid(&src, encode_utf8(old(s)@).len()); is_char_boundary(encode_utf8(old(s)@), slice_range_start(&src)); is_char_boundary(encode_utf8(old(s)@), slice_range_end(&src, encode_utf8(old(s)@).len()))",,"final(s)@ == old(s)@ + decode_utf8(encode_utf8(old(s)@).subrange(slice_range_start(&src), slice_range_end(&src, encode_utf8(old(s)@).len())))",,"For every nonpanicking byte range, the implementation appends exactly the selected UTF-8 substring. The structured clauses now textually match the contract clauses.","The generic RangeBounds value cannot be related to the resolved byte range using the supplied public Verus vocabulary. The previous existential postcondition permits multiple distinct final strings for the same inputs, so it does not specify deterministic observable behavior. Strengthening it without modeling range resolution would be unsupported by the source.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<R: core::ops::RangeBounds<usize>>[
    alloc::string::String::extend_from_within::<R>
](
    s: &mut alloc::string::String,
    src: R,
)
    requires
        slice_range_valid(&src, encode_utf8(old(s)@).len()),
        is_char_boundary(encode_utf8(old(s)@), slice_range_start(&src)),
        is_char_boundary(encode_utf8(old(s)@), slice_range_end(&src, encode_utf8(old(s)@).len())),
    ensures
        final(s)@ == old(s)@ + decode_utf8(encode_utf8(old(s)@).subrange(slice_range_start(&src), slice_range_end(&src, encode_utf8(old(s)@).len()))),
;",
